SMILES,CID,ROMol,molecular_weight,n_hba,n_hbd,logp,f_avg_pIC50,r_avg_pIC50,Ro5_fulfilled
N#Cc1nccn1CCc1cccc(Cl)c1,AAR-RCN-28a8122f-1,<rdkit.Chem.rdchem.Mol object at 0x1683afdf0>,231.056325,3,0,2.650880000000001,4.002176919254275,4.00436480540245,True
Cc1cc(C)nc(C#N)n1,AAR-RCN-8752a6eb-1,<rdkit.Chem.rdchem.Mol object at 0x1683afd80>,133.063997224,3,0,0.96512,4.002176919254275,4.00436480540245,True
N#Cc1ncc(F)cn1,AAR-RCN-ec065b93-1,<rdkit.Chem.rdchem.Mol object at 0x1683afd10>,123.023275284,3,0,0.48738,4.002176919254275,4.00436480540245,True
N#Cc1ncc(Cl)cn1,AAR-RCN-934be69e-1,<rdkit.Chem.rdchem.Mol object at 0x1683afca0>,138.993724744,3,0,1.00168,4.002176919254275,4.00436480540245,True
N#Cc1nccc(Cl)n1,AAR-RCN-37d0aa00-1,<rdkit.Chem.rdchem.Mol object at 0x1683afc30>,138.993724744,3,0,1.00168,4.002176919254275,4.00436480540245,True
CC1(C)OB(c2cnc(C#N)nc2)OC1(C)C,AAR-RCN-67438d21-1,<rdkit.Chem.rdchem.Mol object at 0x1683afbc0>,231.117907088,5,0,0.6474799999999998,4.002176919254275,4.00436480540245,True
CC(Cn1ccnc1C#N)c1cccc(Cl)c1,AAR-RCN-78cf61f7-1,<rdkit.Chem.rdchem.Mol object at 0x1683afb50>,245.071975064,3,0,3.2118800000000016,4.002176919254275,4.00436480540245,True
N#Cc1nccn1CCCc1cccc(Cl)c1,AAR-RCN-845f9611-1,<rdkit.Chem.rdchem.Mol object at 0x1683afae0>,245.071975064,3,0,3.040980000000001,4.002176919254275,4.00436480540245,True
C[n+]1ccn(CCCc2cccc(Cl)c2)c1C#N,AAR-RCN-dbf5c5ee-1,<rdkit.Chem.rdchem.Mol object at 0x1683afa70>,260.09490158009,2,0,2.4704800000000002,4.002176919254275,4.00436480540245,True
Cn1nc(-c2ccc(C(F)(F)F)cc2)nc2c(=O)n(C)c(=O)nc1-2,MAT-POS-1e0c1c67-1,<rdkit.Chem.rdchem.Mol object at 0x1683afa00>,337.07865922,7,0,1.0595999999999997,5.619679753538135,4.00436480540245,True
OCCn1c(CSc2nc3ccccc3o2)nc2ccc(Cl)cc21,MAT-POS-e10a589d-1,<rdkit.Chem.rdchem.Mol object at 0x1683af990>,359.049525368,6,1,4.115500000000003,6.485847436193368,4.00436480540245,True
N#Cc1ncn(CC(=O)Nc2ccc(Br)cc2Cl)n1,MAT-POS-e10a589d-4,<rdkit.Chem.rdchem.Mol object at 0x1683af920>,338.95224962400005,5,1,2.2043799999999996,4.803246521850655,5.542259475397204,True
Cn1cc(NC(=O)Cc2cccc(Cl)c2)c2ccccc2c1=O,MAT-POS-4211dce8-1,<rdkit.Chem.rdchem.Mol object at 0x1683af8b0>,326.0822054,3,1,3.3731000000000018,4.002176919254275,4.00436480540245,True
O=C(COc1cccc(Cl)c1)Nc1cncc2ccccc12,ALP-POS-f13221e1-2,<rdkit.Chem.rdchem.Mol object at 0x1683af840>,312.066555336,3,1,3.9057000000000013,4.951850837575928,5.220673103902851,True
O=C(CCc1cccc(Cl)c1)Nc1cncc2ccccc12,ALP-POS-f13221e1-3,<rdkit.Chem.rdchem.Mol object at 0x1683af7d0>,310.08729078000005,2,1,4.459500000000003,4.6820740510329095,4.713924706117682,True
Cc1ccncc1NC(=O)CCc1cccc(Cl)c1,ALP-POS-f13221e1-4,<rdkit.Chem.rdchem.Mol object at 0x1683af760>,274.08729078000005,2,1,3.614720000000002,4.002176919254275,4.00436480540245,True
COc1cc(OC)[n+](C)c(C#N)n1,AAR-RCN-390aeb1f-1,<rdkit.Chem.rdchem.Mol object at 0x1683af6f0>,180.07675298009,4,0,-0.20501999999999998,4.002176919254275,4.00436480540245,True
Cc1cc(C)[n+](C)c(C#N)n1,AAR-RCN-9f0de475-1,<rdkit.Chem.rdchem.Mol object at 0x1683af680>,148.08692374009,2,0,0.39461999999999997,4.002176919254275,4.00436480540245,True
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCCC2O)c1,MAT-POS-044491d2-1,<rdkit.Chem.rdchem.Mol object at 0x1683af610>,359.14005462399996,4,3,3.549920000000002,4.705478668133529,4.410542721903445,True
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCC(F)(F)C2O)c1,MAT-POS-044491d2-2,<rdkit.Chem.rdchem.Mol object at 0x1683af5a0>,395.12121099999996,4,3,3.7951200000000016,4.637672657401406,4.589977018908519,True
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC2C(F)(F)F)c1,MAT-POS-044491d2-3,<rdkit.Chem.rdchem.Mol object at 0x1683af530>,383.101224504,3,2,4.587320000000003,4.596597654174831,4.704991313739416,True
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC(C)(C)C#N)c1,MAT-POS-044491d2-7,<rdkit.Chem.rdchem.Mol object at 0x1683af3e0>,356.14038897200004,4,2,4.186300000000003,4.437329627523391,4.483094575842344,True
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(-c2ccc(S(C)(=O)=O)cc2Cl)c1,MAT-POS-f42f3716-2,<rdkit.Chem.rdchem.Mol object at 0x1683af300>,448.041518796,4,1,4.948520000000003,4.002176919254275,4.708898217411158,True
COC(=O)c1ccc(-c2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c(OC)c1,MAT-POS-f42f3716-3,<rdkit.Chem.rdchem.Mol object at 0x1683af220>,424.118984832,5,1,4.6868200000000035,4.879498623801418,4.921252318836002,True
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(-c2cnn(C)c2C(F)F)c1,MAT-POS-f42f3716-7,<rdkit.Chem.rdchem.Mol object at 0x1683aef80>,390.1058952840001,4,1,4.562720000000002,4.715165642405267,4.795760136439951,True
CCOC(=O)c1cc(-c2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)n[nH]1,MAT-POS-f42f3716-9,<rdkit.Chem.rdchem.Mol object at 0x1683aeea0>,398.1145681480001,5,2,3.7914200000000013,4.002176919254275,4.00436480540245,True
CN(C)c1ccc(N(Cc2ccccc2)C(=O)Cn2nnc3ccccc32)cc1,ALP-POS-6d04362c-1,<rdkit.Chem.rdchem.Mol object at 0x1683aee30>,385.190260356,5,0,3.7307000000000032,5.296427897078598,5.805481416394078,True
CN(C)c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1,ALP-POS-6d04362c-2,<rdkit.Chem.rdchem.Mol object at 0x1683aedc0>,419.1512880040001,5,0,4.384100000000004,6.3038546550504915,6.407277708588773,True
O=C(Cn1nnc2ccccc21)N(Cc1ccsc1)c1ccc(N2CCCCC2)cc1,ALP-POS-6d04362c-3,<rdkit.Chem.rdchem.Mol object at 0x1683aed50>,431.17798142000004,6,0,4.716500000000004,5.183005982781509,5.201516015057222,True
O=C(Cn1nnc2ccccc21)N(Cc1ccsc1)c1ccc(N2CCOCC2)cc1,ALP-POS-6d04362c-4,<rdkit.Chem.rdchem.Mol object at 0x1683aece0>,433.157245976,7,0,3.562800000000002,4.934686385365301,4.671264859635021,True
O=C(Cn1nnc2ccccc21)N(Cc1ccccc1)c1ccc(N2CCOCC2)cc1,ALP-POS-6d04362c-5,<rdkit.Chem.rdchem.Mol object at 0x1683aec70>,427.20082504000004,6,0,3.5013000000000023,4.7041899468977535,4.74071527397012,True
O=C(Nc1cncc2ccccc12)C1COc2ccc(Cl)cc21,MAT-POS-f7918075-2,<rdkit.Chem.rdchem.Mol object at 0x1683aeb20>,324.066555336,3,1,4.002900000000003,6.116827726365058,6.293232286103101,True
O=C(Cc1cccc(Cl)c1)Nc1cncc2ccncc12,MAT-POS-f7918075-5,<rdkit.Chem.rdchem.Mol object at 0x1683aeab0>,297.066889684,3,1,3.4644000000000013,5.3692403188471225,5.671518296488241,True
O=C(Cc1cccc(Cl)c1)Nc1cncc2nc[nH]c12,MAT-POS-f7918075-8,<rdkit.Chem.rdchem.Mol object at 0x1683aea40>,286.06213865200004,3,2,2.7924999999999995,4.877427702642313,5.098708820720124,True
COC(=O)C(C(=O)Nc1cnccc1C)c1cccc(Cl)c1,MAT-POS-1e5f28a7-1,<rdkit.Chem.rdchem.Mol object at 0x1683ae9d0>,318.07712002,4,1,2.938720000000001,4.625026410135872,4.767222439458899,True
CC(=O)N1CCN(CC(=O)Nc2cncc3ccccc23)CC1,ALP-POS-6747fa38-1,<rdkit.Chem.rdchem.Mol object at 0x1683ae960>,312.15862588,4,1,1.3374,4.12162161047953,4.139373643263035,True
CCC(=O)Nc1ccc(N(Cc2ccccc2)C(=O)Nn2nnc3ccccc32)cc1,ALP-POS-a3de0cb1-1,<rdkit.Chem.rdchem.Mol object at 0x1683ae8f0>,414.18042394400004,5,2,4.150100000000003,5.445027959768625,5.428653261926488,True
COc1ccc(C(Cc2ccsc2)C(=O)Nc2n[nH]c3ccccc23)cc1,ALP-POS-a3de0cb1-3,<rdkit.Chem.rdchem.Mol object at 0x1683ae880>,377.119797848,4,2,4.5980000000000025,4.002176919254275,4.00436480540245,True
Cc1ccc(C(Cc2ccccc2)C(=O)Nc2nnn3ccccc23)cc1,ALP-POS-a3de0cb1-6,<rdkit.Chem.rdchem.Mol object at 0x1683ae810>,356.16371126,4,1,4.002720000000002,4.002176919254275,4.00436480540245,True
CN(C)c1ccc(C(Cc2ccsc2)C(=O)Nn2cnc3ccccc32)cc1,ALP-POS-a3de0cb1-7,<rdkit.Chem.rdchem.Mol object at 0x1683ae7a0>,390.151432324,5,1,4.260400000000003,4.002176919254275,4.00436480540245,True
CN(C)c1ccc(C(Cc2ccsc2)C(=O)Nc2nnc3ccccn23)cc1,ALP-POS-a3de0cb1-10,<rdkit.Chem.rdchem.Mol object at 0x1683ae730>,391.1466812920001,6,1,3.8218000000000023,4.002176919254275,4.00436480540245,True
O=C(Nn1cnc2ccccc21)C(Cc1cccc(Cl)c1)c1ccc(N2CCOCC2)cc1,ALP-POS-a3de0cb1-12,<rdkit.Chem.rdchem.Mol object at 0x1683ae6c0>,460.16660372,5,1,4.622900000000003,4.002176919254275,4.00436480540245,True
O=C(Nn1nnc2ccccc21)C(Cc1cccc(Cl)c1)c1ccc(N2CCCCC2=O)cc1,ALP-POS-a3de0cb1-13,<rdkit.Chem.rdchem.Mol object at 0x1683ae650>,473.16185268799995,5,1,4.6982000000000035,4.29310747846286,4.087118228799178,True
COc1ccc(C(Cc2cnn(C)c2)C(=O)Nc2c[nH]c3ccccc23)cc1,ALP-POS-a3de0cb1-14,<rdkit.Chem.rdchem.Mol object at 0x1683ae5e0>,374.174275944,4,2,3.8750000000000018,4.002176919254275,4.00436480540245,True
COc1ccc(N(Cc2ccccc2)C(=O)Cc2c[nH]c3ccccc23)cc1,ALP-POS-a3de0cb1-15,<rdkit.Chem.rdchem.Mol object at 0x1683ae570>,370.168127944,2,1,4.9524000000000035,4.002176919254275,4.00436480540245,True
O=C1OC(c2cccs2)=N/C1=C\c1ccc(N2CCOCC2)s1,MAT-POS-fa06b69f-6,<rdkit.Chem.rdchem.Mol object at 0x1683ae500>,346.04458430799997,7,0,2.9907000000000012,6.157588912719705,6.151085495867649,True
CN(C)c1ccc(N(Cc2cscn2)C(=O)Cn2nnc3ccccc32)cc1,ALP-POS-87c86d55-1,<rdkit.Chem.rdchem.Mol object at 0x1683ae490>,392.14193026000004,7,0,3.1872000000000016,5.314107942769227,4.844755742421664,True
CCC(=O)Nc1ccc(N(Cc2cscn2)C(=O)Cn2nnc3ccccc32)cc1,ALP-POS-87c86d55-2,<rdkit.Chem.rdchem.Mol object at 0x1683ae420>,420.13684488000007,7,1,3.4697000000000022,4.602750758111789,4.336511900350155,True
Cc1noc(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)n1,CHO-MSK-6e55470f-5,<rdkit.Chem.rdchem.Mol object at 0x1683ae3b0>,372.09891808400005,6,1,3.4950400000000013,4.621156546691786,4.615137179217594,True
CN(C)c1ccc(N(Cc2ccn[nH]2)C(=O)Cn2nnc3ccccc32)cc1,PET-UNK-7374c256-2,<rdkit.Chem.rdchem.Mol object at 0x1683ae0a0>,375.180758292,6,1,2.4538,4.79761804486861,4.042117127849492,True
O=S(=O)(Cc1ccccc1F)c1oc(-c2ccc(F)cc2)nc1S(=O)(=O)c1ccccc1,LON-WEI-4d77710c-2,<rdkit.Chem.rdchem.Mol object at 0x1683ae030>,475.03597102,6,0,4.426500000000003,6.400680933381963,7.003436885303342,True
CCOC(=O)c1c(C)n(S(C)(=O)=O)c2ccc(N(C(=O)c3ccco3)S(C)(=O)=O)cc12,LON-WEI-4d77710c-8,<rdkit.Chem.rdchem.Mol object at 0x1683adfc0>,468.0661075999999,9,0,2.13352,6.550145842255967,6.832079056723995,True
O=C(NCc1ccc2c(c1)OCO2)c1nc(S(=O)(=O)Cc2ccccc2)ncc1Cl,LON-WEI-4d77710c-10,<rdkit.Chem.rdchem.Mol object at 0x1683adf50>,445.049919292,7,1,2.762600000000001,5.854794951296018,6.293150304146544,True
COC(=O)c1c(C)n(S(C)(=O)=O)c2ccc(N(C(=O)c3ccco3)S(C)(=O)=O)cc12,LON-WEI-4d77710c-11,<rdkit.Chem.rdchem.Mol object at 0x1683adee0>,454.0504575359999,9,0,1.7434200000000004,6.029222826981949,6.475508320578276,True
O=C(O)[C@@H](c1ccccc1)N1Cc2ccccc2C1=O,LON-WEI-4d77710c-19,<rdkit.Chem.rdchem.Mol object at 0x1683ade70>,267.08954327600003,2,1,2.4683,5.7494827678178755,5.936822013666742,True
N#Cc1ccc(CN2CCC(C3CCNC3)CC2)cc1,LON-WEI-4d77710c-32,<rdkit.Chem.rdchem.Mol object at 0x1683add90>,269.189197736,3,1,2.3797800000000002,5.6864508818417905,5.866264310613596,True
CC(CCc1ccco1)NC(=O)Nc1cn(C)c(=O)c2ccccc12,LON-WEI-4d77710c-39,<rdkit.Chem.rdchem.Mol object at 0x1683add20>,339.158291532,4,2,3.274300000000001,4.351819987508246,4.00436480540245,True
Cc1noc(C)c1CCNC(=O)Nc1cn(CC(C)C)c(=O)c2ccccc12,LON-WEI-4d77710c-51,<rdkit.Chem.rdchem.Mol object at 0x1683adcb0>,382.20049069199996,5,2,3.626540000000002,4.5581773417155524,4.00436480540245,True
CC(C)(C)c1ccc(-c2nnc(Sc3cnc([N+](=O)[O-])s3)o2)cc1,LON-WEI-4d77710c-65,<rdkit.Chem.rdchem.Mol object at 0x1683adb60>,362.05073230799997,8,0,4.550000000000003,5.31583451007812,6.784606035386424,True
COC(=O)c1c(C)nn(C(=O)c2cccs2)c1-c1snnc1C,LON-WEI-4d77710c-66,<rdkit.Chem.rdchem.Mol object at 0x1683adaf0>,348.035082244,9,0,2.555040000000001,5.242581775603691,6.2825625717866105,True
O=[N+]([O-])c1cnc(Sc2nnc(-c3ccc(Cl)cc3)o2)s1,LON-WEI-4d77710c-67,<rdkit.Chem.rdchem.Mol object at 0x1683ada80>,339.9491597,8,0,3.9059,6.05511940152955,6.49611840987547,True
N#Cc1cnn(C(=O)c2cccs2)c1C1CC1,LON-WEI-4d77710c-70,<rdkit.Chem.rdchem.Mol object at 0x1683ad9a0>,243.046632908,5,0,2.38218,5.489768787136359,6.439879187707379,True
Cc1cc(C)c(C#N)c(Sc2ncnc3c2nnn3Cc2ccccc2)n1,LON-WEI-4d77710c-73,<rdkit.Chem.rdchem.Mol object at 0x1683ad930>,373.11096448000006,8,0,3.3043200000000015,6.187533869276133,6.592770109187532,True
CCOC(=O)c1ccc(NC(=O)CC2SC(=O)N(c3ccccc3)C2=O)cc1,LON-WEI-4d77710c-74,<rdkit.Chem.rdchem.Mol object at 0x1683ad8c0>,398.09364267599994,6,1,3.4605000000000015,5.619932776268162,6.197281863245418,True
Cc1ccccc1NC(=O)CC1SC(=O)N(c2ccccc2)C1=O,LON-WEI-4d77710c-75,<rdkit.Chem.rdchem.Mol object at 0x1683ad850>,340.088163372,4,1,3.592220000000002,6.353421279404233,6.181698954034348,True
c1ccc(-c2cc(Sc3nnc(-c4cccs4)o3)n3ncnc3n2)cc1,LON-WEI-4d77710c-76,<rdkit.Chem.rdchem.Mol object at 0x1683ad7e0>,378.03575094000007,9,0,4.054000000000002,6.655151526664295,6.816778331182628,True
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCNC1=O)C(O)S(=O)(=O)O,JOH-MSK-46727e7b-1,<rdkit.Chem.rdchem.Mol object at 0x1683ad770>,485.1831859519999,7,5,0.544700000000002,7.290915869368035,7.587378985240788,True
CC(C)(C)c1ccc(N(C(=O)c2c[nH]cn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,MAT-POS-f2460aef-3,<rdkit.Chem.rdchem.Mol object at 0x1683ad620>,499.23835342,4,2,4.988300000000004,6.53503472083821,5.978989195374378,True
CC(C)(C)c1ccc(N(C(=O)c2cn[nH]c2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,MAT-POS-f2460aef-5,<rdkit.Chem.rdchem.Mol object at 0x1683ad540>,499.23835342,4,2,4.988300000000004,5.234327331486147,5.315559791426226,True
O=C(Cc1cccc(Cl)c1)Nn1nnc2ccccc21,MAT-POS-bfb445d4-2,<rdkit.Chem.rdchem.Mol object at 0x1683ad4d0>,286.062138652,4,1,2.3975,5.236390510989273,4.508035828081344,True
O=C(Nc1cncc2ccccc12)[C@@H]1CCOc2ccc(Cl)cc21,MAT-POS-b3e365b9-1,<rdkit.Chem.rdchem.Mol object at 0x1683ad460>,338.0822054,3,1,4.393000000000003,6.6790392189517105,6.609919523652195,True
O=C(Nc1cncc2ccccc12)[C@H]1CCOc2ccc(Cl)cc21,MAT-POS-b3e365b9-2,<rdkit.Chem.rdchem.Mol object at 0x1683ad3f0>,338.0822054,3,1,4.393000000000003,4.302770657240282,4.230664778148157,True
Cc1ccncc1NC(=O)[C@H]1CCOc2ccc(Cl)cc21,MAT-POS-b3e365b9-3,<rdkit.Chem.rdchem.Mol object at 0x1683ad380>,302.0822054,3,1,3.5482200000000015,5.305721441737643,5.1952348217879125,True
Cc1ccncc1NC(=O)[C@@H]1CCOc2ccc(Cl)cc21,MAT-POS-b3e365b9-4,<rdkit.Chem.rdchem.Mol object at 0x1683ad310>,302.0822054,3,1,3.5482200000000015,4.002176919254275,4.00436480540245,True
O=C(Cc1cc(Cl)cc2c1OCC2)Nc1cncc2ccccc12,MAT-POS-bbbbc21a-3,<rdkit.Chem.rdchem.Mol object at 0x1683ad2a0>,338.0822054,3,1,4.004300000000002,5.825267907116042,6.308123035180177,True
O=C(Nc1cncc2ccccc12)C1CCOc2ccc(Br)cc21,MAT-POS-11b63608-1,<rdkit.Chem.rdchem.Mol object at 0x1683ad230>,382.03168982000005,3,1,4.502100000000003,6.070120003238752,5.840790983742266,True
C[C@@H]1C[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1,EDJ-MED-e4b030d8-2,<rdkit.Chem.rdchem.Mol object at 0x1683ad1c0>,352.097855464,3,1,4.781500000000004,6.635821047871126,6.280908792436888,True
C[C@H]1C[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1,EDJ-MED-e4b030d8-3,<rdkit.Chem.rdchem.Mol object at 0x1683ad150>,352.097855464,3,1,4.781500000000004,4.6973085871357085,4.34291284317595,True
COc1cc(Cl)cc2c1OCC[C@H]2C(=O)Nc1cncc2ccccc12,EDJ-MED-e4b030d8-7,<rdkit.Chem.rdchem.Mol object at 0x1683ad0e0>,368.09277008400005,4,1,4.401600000000003,4.002176919254275,4.00436480540245,True
C[C@H]1COc2ccc(Cl)cc2[C@@H]1C(=O)Nc1cncc2ccccc12,EDJ-MED-e4b030d8-11,<rdkit.Chem.rdchem.Mol object at 0x1683ad000>,352.097855464,3,1,4.639000000000003,6.80484362854774,6.7855827679906655,True
O=C(Nc1cncc2ccccc12)[C@@H]1COc2ccc(Cl)cc2C1,EDJ-MED-e4b030d8-12,<rdkit.Chem.rdchem.Mol object at 0x1683acf90>,338.0822054,3,1,4.078000000000003,4.002176919254275,5.449032080706777,True
C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,EDJ-MED-e4b030d8-13,<rdkit.Chem.rdchem.Mol object at 0x1683acf20>,352.097855464,3,1,4.5671000000000035,6.547253541425726,7.041953123008294,True
O=C(Nc1cncc2ccccc12)C1CCCc2ccc(Cl)cc21,ALP-POS-477dc5b7-1,<rdkit.Chem.rdchem.Mol object at 0x1683aceb0>,336.102940844,2,1,4.946800000000003,6.48962612979658,6.538362057717195,True
O=C(Nc1cncc2ccccc12)C1CCNc2ccc(Cl)cc21,ALP-POS-477dc5b7-2,<rdkit.Chem.rdchem.Mol object at 0x1683ace40>,337.098189812,3,2,4.426100000000003,6.587108118053763,6.142424209065255,True
CNC(=O)Nc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1,ROB-IMP-e811baff-1,<rdkit.Chem.rdchem.Mol object at 0x1683accf0>,420.13684488000007,6,2,3.477500000000002,5.847580282535809,4.814535457212972,True
O=C(Cc1cccc(Cl)n1)Nc1cncc2ccccc12,MAT-POS-afd4d4fd-2,<rdkit.Chem.rdchem.Mol object at 0x1683acc80>,297.066889684,3,1,3.4644000000000013,4.390935197452365,4.00436480540245,True
O=C(Cc1cccc(Cl)c1)Nc1cncc2c1CCCN2,MAT-POS-14ad9fe9-1,<rdkit.Chem.rdchem.Mol object at 0x1683acc10>,301.09818981200004,3,2,3.274300000000001,5.138347525509095,5.393671602141451,True
C[C@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,MAT-POS-8e4737f4-1,<rdkit.Chem.rdchem.Mol object at 0x1683acba0>,352.097855464,3,1,4.5671000000000035,4.7100035500066895,4.620219175631921,True
O=C(Nc1cncc2ccccc12)[C@H]1COc2ccc(Cl)cc2C1,MAT-POS-8e4737f4-2,<rdkit.Chem.rdchem.Mol object at 0x1683acb30>,338.0822054,3,1,4.078000000000003,4.002176919254275,4.423419081020101,True
O=C(Cc1cc(Cl)cc(Cc2ccn[nH]2)c1)Nc1cncc2ccccc12,PET-UNK-372a2f82-1,<rdkit.Chem.rdchem.Mol object at 0x1683acac0>,376.10908884400004,3,2,4.383300000000002,5.297501640567202,5.027287539669257,True
O=C(Cc1cc(Cl)ccn1)Nc1cncc2ccccc12,PET-UNK-3c72d439-1,<rdkit.Chem.rdchem.Mol object at 0x1683aca50>,297.066889684,3,1,3.4644000000000013,5.468870159905655,4.9438314403893475,True
C=CC(=O)N(C(=O)[C@H]1CCOc2ccc(Cl)cc21)c1cncc2ccccc12,VLA-UCB-05e51b3f-10,<rdkit.Chem.rdchem.Mol object at 0x1683ac970>,392.09277008400005,4,0,4.500100000000002,5.839512440186085,5.821650682171223,True
O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2cccc(Cl)c2)CC1,ERI-UCB-a0b0dbcb-2,<rdkit.Chem.rdchem.Mol object at 0x1683ac900>,367.10875449599996,3,1,3.143900000000002,5.664730871533555,5.6596518218154745,True
O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2cccc(C(F)(F)F)c2)CC1,ERI-UCB-a0b0dbcb-4,<rdkit.Chem.rdchem.Mol object at 0x1683ac890>,401.13511147599996,3,1,3.5093000000000023,5.420248463562113,5.248222597054557,True
COc1ccccc1OC1CCN(C(=O)c2cc(=O)[nH]c3ccccc23)C1,ERI-UCB-a0b0dbcb-6,<rdkit.Chem.rdchem.Mol object at 0x1683ac820>,364.14230712,4,1,2.8302000000000014,4.002176919254275,4.00436480540245,True
COc1ccccc1NC1CN(C(=O)c2cc(=O)[nH]c3ccccc23)C1,ERI-UCB-a0b0dbcb-8,<rdkit.Chem.rdchem.Mol object at 0x1683ac7b0>,349.142641468,4,2,2.4732000000000003,4.002176919254275,4.00436480540245,True
COc1ccccc1OC1CN(C(=O)c2cc(=O)[nH]c3ccccc23)C1,ERI-UCB-a0b0dbcb-9,<rdkit.Chem.rdchem.Mol object at 0x1683ac740>,350.126657056,4,1,2.4401,4.002176919254275,4.00436480540245,True
COc1cccc(CN2CCN(C(=O)c3cc(=O)[nH]c4ccccc34)CC2)c1,ERI-UCB-a0b0dbcb-11,<rdkit.Chem.rdchem.Mol object at 0x1683ac6d0>,377.173941596,4,1,2.494700000000001,4.5632189422480645,4.00436480540245,True
COc1ccccc1OCCNC(=O)c1cncc2ccccc12,MAR-UCB-f313ec4d-2,<rdkit.Chem.rdchem.Mol object at 0x1683ac660>,322.131742436,4,1,3.052200000000001,5.489280164066033,5.23802115193884,True
COc1ccccc1OCCC(=O)Nc1cncc2ccccc12,MAR-UCB-f313ec4d-3,<rdkit.Chem.rdchem.Mol object at 0x1683ac5f0>,322.131742436,4,1,3.6510000000000016,4.015347704783855,4.068485730130442,True
COc1ccccc1NCCNC(=O)c1cc(=O)[nH]c2ccccc12,MAR-UCB-f313ec4d-4,<rdkit.Chem.rdchem.Mol object at 0x1683ac580>,337.142641468,4,3,2.3785999999999996,4.002176919254275,4.00436480540245,True
O=C(c1cncc2ccccc12)N1CCN(c2ccccc2)CC1,MAR-UCB-f313ec4d-6,<rdkit.Chem.rdchem.Mol object at 0x1683ac510>,317.152812228,3,0,3.1972000000000023,5.263953971607232,5.139440632232985,True
O=C(NC1N=Nc2ccccc21)C1CCOc2ccc(Cl)cc21,DAR-DIA-6a508060-7,<rdkit.Chem.rdchem.Mol object at 0x1683ac4a0>,327.077454368,4,1,4.118400000000003,4.002176919254275,4.00436480540245,True
O=C(Nc1cncc2ccccc12)C1CCN(Cc2cnc[nH]2)c2ccc(Cl)cc21,ALP-UNI-b33a865d-1,<rdkit.Chem.rdchem.Mol object at 0x1683ac430>,417.13563794000004,4,2,4.743900000000004,5.95204978862522,5.810293741061341,True
C[C@@H]1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1,MAT-POS-8a69d52e-2,<rdkit.Chem.rdchem.Mol object at 0x1683ac3c0>,352.097855464,3,1,4.781500000000004,6.167944948849918,5.575924787432819,True
C[C@H]1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1,MAT-POS-8a69d52e-3,<rdkit.Chem.rdchem.Mol object at 0x1683ac350>,352.097855464,3,1,4.781500000000004,4.283407302366713,4.00436480540245,True
C[C@H]1COc2ccc(Cl)cc2[C@H]1C(=O)Nc1cncc2ccccc12,MAT-POS-8a69d52e-5,<rdkit.Chem.rdchem.Mol object at 0x1683ac2e0>,352.097855464,3,1,4.639000000000003,4.002176919254275,4.099252500969047,True
C[C@@H]1COc2ccc(Cl)cc2[C@H]1C(=O)Nc1cncc2ccccc12,MAT-POS-8a69d52e-6,<rdkit.Chem.rdchem.Mol object at 0x1683ac270>,352.097855464,3,1,4.639000000000003,4.002176919254275,4.4543668883683925,True
C[C@@H]1COc2ccc(Cl)cc2[C@@H]1C(=O)Nc1cncc2ccccc12,MAT-POS-8a69d52e-7,<rdkit.Chem.rdchem.Mol object at 0x1683a7d80>,352.097855464,3,1,4.639000000000003,5.766118871197221,5.737617902822808,True
O=C(Cc1cc(Cl)cc(CC2CC(=O)N2)c1)Nc1cncc2ccccc12,EDJ-MED-50011917-1,<rdkit.Chem.rdchem.Mol object at 0x1683a7d10>,379.108754496,3,2,3.5004000000000017,5.340363785564969,5.354497181077199,True
